m1,m2,m3,m4,m5,m6,m7,m8,m9,m10
-0.13,0.04,-0.185,-0.085,0.025,-0.01,-0.165,-0.045,-0.02,-0.025
-0.11,-0.05,-0.2,-0.055,-0.015,0.085,0.06,0.02,0.06,-0.02
-0.025,-0.11,-0.145,0.01,0.01,0.04,-0.02,0.025,0.07,0.08
0.03,-0.075,-0.175,-0.065,-0.035,-0.025,-0.095,0.115,0.16,0.19
0.005,-0.12,-0.145,-0.105,0.01,-0.03,0.0,0.07,0.065,0.13
-0.03,-0.18,-0.205,-0.095,0.095,-0.1,0.15,-0.085,0.07,0.17
-0.035,-0.06,-0.17,-0.07,0.09,-0.06,0.09,-0.065,0.03,0.31
-0.03,-0.135,-0.17,-0.04,0.08,-0.1,0.22,-0.045,0.115,0.235
-0.04,-0.26,-0.205,0.02,0.175,-0.12,0.23,-0.01,0.155,0.19
-0.08,-0.195,-0.25,0.01,0.115,-0.19,0.105,-0.09,0.18,0.235
-0.1,-0.11,-0.095,-0.035,0.06,-0.08,0.195,-0.06,0.11,0.18
-0.115,-0.185,0.0,-0.06,0.03,-0.045,0.2,-0.05,0.095,0.19
-0.21,-0.2,0.045,-0.06,-0.045,-0.07,0.24,-0.155,0.01,0.25
-0.18,-0.065,0.045,-0.18,-0.155,-0.21,0.22,-0.235,-0.035,0.255
-0.17,0.025,0.03,-0.23,-0.045,-0.165,0.14,-0.175,-0.105,0.225
-0.205,0.05,-0.17,-0.215,-0.09,-0.13,0.095,-0.185,-0.14,0.185
-0.05,0.065,-0.19,-0.09,-0.045,-0.135,0.095,-0.13,0.005,0.15
-0.095,-0.05,-0.13,-0.095,-0.075,-0.155,0.11,-0.17,0.01,0.08
-0.11,0.04,-0.09,-0.08,0.01,-0.15,-0.025,-0.075,0.035,0.17
-0.08,0.035,-0.13,-0.05,-0.03,0.03,-0.055,-0.07,0.035,0.205
-0.08,0.19,-0.07,0.0,-0.135,0.015,-0.015,-0.035,0.145,0.065
-0.06,0.06,-0.11,-0.015,-0.055,0.07,0.06,-0.105,0.21,-0.045
-0.07,0.09,-0.095,-0.06,-0.065,0.05,0.12,-0.11,0.215,-0.07
0.03,-0.07,-0.16,-0.025,0.1,0.125,0.015,0.005,0.325,-0.08
0.09,-0.13,-0.13,-0.09,0.005,0.095,-0.12,0.045,0.335,-0.06
0.145,-0.205,-0.01,-0.1,-0.14,0.1,-0.135,0.035,0.225,-0.14
0.075,-0.21,0.03,-0.135,-0.075,0.06,-0.16,-0.14,0.26,-0.2
