m1,m2,m3,m4,m5,m6,m7,m8,m9,m10
0.02,0.105,-0.1,-0.06,0.09,0.105,-0.045,-0.035,-0.05,0.0
0.035,0.05,-0.135,-0.04,-0.03,0.205,-0.14,0.0,-0.105,0.02
0.105,0.03,-0.195,-0.135,-0.135,0.195,-0.175,0.01,-0.115,-0.025
0.04,0.05,-0.245,-0.15,-0.07,0.185,-0.165,-0.01,-0.1,0.115
0.05,0.015,-0.23,-0.175,-0.045,0.22,-0.155,-0.045,-0.2,0.045
0.085,0.08,-0.155,-0.09,-0.01,0.24,-0.12,-0.055,-0.2,0.05
0.06,0.085,-0.195,-0.085,0.025,0.205,-0.115,-0.175,-0.17,-0.035
0.075,-0.025,-0.295,0.005,0.035,0.23,-0.185,-0.18,-0.155,-0.085
0.075,0.005,-0.405,-0.03,0.065,0.345,-0.225,-0.155,-0.26,-0.03
0.105,0.015,-0.5,-0.095,0.065,0.33,-0.2,-0.2,-0.17,-0.02
0.21,-0.05,-0.5,-0.08,0.08,0.35,-0.19,-0.225,-0.245,0.15
0.165,0.0,-0.54,-0.09,0.03,0.335,-0.16,-0.175,-0.26,0.25
0.225,0.07,-0.49,-0.07,0.0,0.285,-0.135,-0.18,-0.245,0.27
0.24,0.07,-0.535,-0.01,-0.015,0.14,-0.19,-0.155,-0.36,0.275
0.285,0.035,-0.565,-0.01,-0.05,0.145,-0.155,-0.13,-0.37,0.365
0.25,0.105,-0.51,-0.075,-0.12,0.175,-0.195,-0.23,-0.37,0.19
0.265,0.06,-0.48,-0.1,-0.135,0.225,-0.225,-0.26,-0.425,0.185
0.29,0.17,-0.5,-0.175,-0.145,0.3,-0.215,-0.29,-0.415,0.145
0.24,0.195,-0.445,-0.21,-0.185,0.285,-0.205,-0.335,-0.505,0.16
0.3,0.165,-0.415,-0.195,-0.2,0.315,-0.26,-0.4,-0.56,0.18
0.26,0.17,-0.455,-0.225,-0.23,0.325,-0.225,-0.475,-0.575,0.15
0.275,0.225,-0.415,-0.245,-0.205,0.235,-0.235,-0.485,-0.515,0.19
0.28,0.26,-0.395,-0.24,-0.22,0.13,-0.24,-0.565,-0.47,0.2
