m1,m2,m3,m4,m5,m6,m7,m8,m9,m10
-0.02,-0.1,-0.08,-0.16,0.02,0.1,0.1,0.12,-0.32,-0.06
0.16,-0.2,-0.2,0.04,0.16,0.0,0.22,-0.04,-0.46,-0.24
0.32,-0.46,-0.26,0.22,-0.08,-0.2,0.24,-0.14,-0.54,-0.26
0.5,-0.58,-0.32,0.18,-0.3,-0.26,0.46,-0.24,-0.66,-0.18
0.44,-0.66,-0.2,0.28,0.0,0.0,0.56,-0.44,-0.74,-0.32
0.58,-0.82,-0.08,0.28,0.14,0.08,0.54,-0.24,-0.82,-0.46
0.54,-0.76,-0.12,0.34,0.14,-0.18,0.34,-0.38,-0.92,-0.52
0.56,-0.76,-0.1,0.34,0.22,-0.14,0.22,-0.36,-0.9,-0.46
0.6,-0.76,-0.18,0.36,0.12,-0.22,0.52,-0.5,-0.84,-0.4
0.54,-0.82,-0.18,0.32,0.24,-0.18,0.64,-0.38,-1.0,-0.12
0.52,-0.86,-0.14,0.5,0.38,-0.24,0.72,-0.38,-0.96,-0.34
0.68,-0.92,-0.16,0.62,0.4,-0.42,0.72,-0.38,-0.94,-0.58
0.68,-0.88,-0.1,0.74,0.34,-0.3,0.64,-0.4,-0.96,-0.64
0.76,-0.86,-0.1,0.66,0.46,-0.2,0.62,-0.44,-0.88,-0.76
0.64,-0.82,-0.04,0.74,0.56,0.0,0.5,-0.64,-0.94,-0.78
0.74,-0.88,0.06,0.68,0.72,-0.1,0.52,-0.62,-0.9,-0.78
0.68,-0.92,-0.02,0.7,0.72,-0.18,0.68,-0.72,-0.88,-0.88
0.68,-0.88,0.12,0.72,0.6,0.04,0.68,-0.68,-0.9,-0.86
0.72,-1.0,0.16,0.84,0.62,0.1,0.76,-0.62,-0.88,-0.78
0.7,-0.98,0.14,0.86,0.58,0.2,0.78,-0.82,-0.8,-0.82
0.72,-0.94,0.1,0.86,0.42,0.26,0.76,-0.92,-0.82,-0.88
0.78,-0.94,0.16,0.8,0.54,0.3,0.68,-0.9,-0.86,-0.88
